player,nation,pos,squad,born,90s,gls,sh,sot,sot_perc,sh_per_90,sot_per_90,g_per_Sh,g_per_sot,dist,fk,pk,pk_att,year,league
Bafétimbi Gomis,fr FRA,FW,Lyon,1985,26.3,10,,30,,,1.14,,0.33,,,0,0,2010,French
Rémi Gomis,sn SEN,MF,Valenciennes,1984,25.8,1,,8,,,0.31,,0.13,,,0,0,2010,French
Maxime Gonalons,fr FRA,MF,Lyon,1989,16.4,0,,3,,,0.18,,0,,,0,0,2010,French
Esmaël Gonçalves,gw GNB,"FW,MF",Nice,1991,0.3,0,,1,,,3,,0,,,0,0,2010,French
Lucho González,ar ARG,MF,Marseille,1981,32.3,8,,22,,,0.68,,0.36,,,0,0,2010,French
Jean-Jacques Gosso,ci CIV,"DF,MF",Monaco,1983,16.6,1,,4,,,0.24,,0.25,,,0,0,2010,French
Yoan Gouffran,fr FRA,"FW,MF",Bordeaux,1986,15.1,2,,9,,,0.6,,0.22,,,0,0,2010,French
Yoann Gourcuff,fr FRA,MF,Lyon,1986,18.1,3,,16,,,0.88,,0.19,,,0,0,2010,French
Yoann Gourcuff,fr FRA,MF,Bordeaux,1986,1.9,0,,1,,,0.53,,0,,,0,0,2010,French
Damien Gregorini,fr FRA,GK,Nancy,1979,31,0,,0,,,0,,,,,0,0,2010,French
Clément Grenier,fr FRA,MF,Lyon,1991,2.8,0,,2,,,0.73,,0,,,0,0,2010,French
Stéphane Grichting,ch SUI,DF,Auxerre,1979,23.9,0,,0,,,0,,,,,0,0,2010,French
Bruno Grougi,fr FRA,MF,Brest,1983,25.5,9,,24,,,0.94,,0.25,,,3,4,2010,French
Josuha Guilavogui,fr FRA,MF,Saint-Étienne,1990,17.2,1,,3,,,0.17,,0.33,,,0,0,2010,French
Anthony Guise,fr FRA,FW,Arles-Avignon,1985,0.1,0,,0,,,0,,,,,0,0,2010,French
Adrián Gunino,uy URU,DF,Toulouse,1989,28.7,0,,1,,,0.03,,0,,,0,0,2010,French
Asamoah Gyan,gh GHA,FW,Rennes,1985,1.8,0,,1,,,0.56,,0,,,0,0,2010,French
Youssouf Hadji,ma MAR,"FW,MF",Nancy,1980,24.9,8,,33,,,1.32,,0.21,,,1,2,2010,French
Massadio Haïdara,ml MLI,"DF,MF",Nancy,1992,7.5,0,,0,,,0,,,,,0,0,2010,French
Ziri Hammar,dz ALG,MF,Nancy,1992,0,0,,0,,,0,,,,,0,0,2010,French
Romain Hamouma,fr FRA,"FW,MF",Caen,1987,29.9,9,,29,,,0.97,,0.31,,,0,0,2010,French
Petter Hansson,se SWE,DF,Monaco,1976,28.7,0,,2,,,0.07,,0,,,0,0,2010,French
Lukman Haruna,ng NGA,MF,Monaco,1990,12.2,0,,9,,,0.74,,0,,,0,0,2010,French
Eden Hazard,be BEL,"FW,MF",Lille,1991,34.1,7,,24,,,0.7,,0.29,,,0,0,2010,French
Gabriel Heinze,ar ARG,DF,Marseille,1978,30.8,3,,8,,,0.26,,0.38,,,0,0,2010,French
David Hellebuyck,fr FRA,MF,Nice,1979,3.9,0,,1,,,0.26,,0,,,0,0,2010,French
Cédric Hengbart,fr FRA,DF,Auxerre,1980,27.1,1,,4,,,0.15,,0.25,,,0,0,2010,French
Cyril Hennion,fr FRA,"FW,MF",Nice,1992,0,0,,0,,,0,,,,,0,0,2010,French
Henrique,br BRA,DF,Bordeaux,1983,1,0,,0,,,0,,,,,0,0,2010,French
Adil Hermach,ma MAR,"DF,MF",Lens,1986,29.2,4,,10,,,0.34,,0.4,,,0,0,2010,French
Thomas Heurtaux,fr FRA,DF,Caen,1988,28.5,0,,1,,,0.04,,0,,,0,0,2010,French
Vitorino Hilton,br BRA,DF,Marseille,1977,6.5,0,,1,,,0.15,,0,,,0,0,2010,French
Guillaume Hoarau,fr FRA,FW,Paris S-G,1984,29.2,9,,38,,,1.3,,0.21,,,1,1,2010,French
Brown Ideye,ng NGA,FW,Sochaux,1988,31.1,15,,37,,,1.19,,0.41,,,0,0,2010,French
Jamel Aït Ben Idir,ma MAR,MF,Arles-Avignon,1984,20.5,0,,1,,,0.05,,0,,,0,0,2010,French
Romain Inez,fr FRA,DF,Caen,1988,18.2,0,,0,,,0,,,,,0,0,2010,French
Nicolas Isimat-Mirin,fr FRA,DF,Valenciennes,1991,6.8,0,,1,,,0.15,,0,,,0,0,2010,French
Onanga Itoua,cg CGO,DF,Auxerre,1988,1.8,0,,0,,,0,,,,,0,0,2010,French
Christophe Jallet,fr FRA,DF,Paris S-G,1983,33.9,1,,4,,,0.12,,0.25,,,0,0,2010,French
Jérémie Janot,fr FRA,GK,Saint-Étienne,1977,35.6,0,,0,,,0,,,,,0,0,2010,French
Benjamin Jeannot,fr FRA,FW,Nancy,1992,5.8,0,,4,,,0.69,,0,,,0,0,2010,French
Yassine Jebbour,ma MAR,"DF,MF",Rennes,1991,3.9,0,,0,,,0,,,,,0,0,2010,French
Ireneusz Jeleń,pl POL,"FW,MF",Auxerre,1981,17.1,5,,13,,,0.76,,0.38,,,0,0,2010,French
Issam Jemâa,tn TUN,"FW,MF",Lens,1984,19.4,5,,20,,,1.03,,0.25,,,0,1,2010,French
Cyril Jeunechamp,fr FRA,"DF,MF",Montpellier,1975,28.9,0,,3,,,0.1,,0,,,0,0,2010,French
Jung Jo-gook,kr KOR,FW,Auxerre,1984,3.5,2,,4,,,1.14,,0.5,,,0,0,2010,French
Johnathan,br BRA,FW,Arles-Avignon,1990,0.4,0,,0,,,0,,,,,0,0,2010,French
Steeven Joseph-Monrose,fr FRA,"FW,MF",Lens,1990,3.2,0,,1,,,0.31,,0,,,0,0,2010,French
Maxime Josse,fr FRA,"DF,MF",Sochaux,1987,7.1,0,,0,,,0,,,,,0,0,2010,French
Yann Jouffre,fr FRA,MF,Lorient,1984,5.3,1,,4,,,0.75,,0.25,,,0,0,2010,French
Geoffrey Jourdren,fr FRA,GK,Montpellier,1986,37,0,,0,,,0,,,,,0,0,2010,French
Jussiê,br BRA,"FW,MF",Bordeaux,1983,21.9,4,,8,,,0.37,,0.5,,,0,1,2010,French
Charles Kaboré,bf BFA,"DF,MF",Marseille,1988,22.8,0,,3,,,0.13,,0,,,0,0,2010,French
Hasan Kabze,tr TUR,"FW,MF",Montpellier,1982,15.4,0,,14,,,0.91,,0,,,0,0,2010,French
Foued Kadir,dz ALG,MF,Valenciennes,1983,10.6,4,,7,,,0.66,,0.57,,,0,0,2010,French
Kim Källström,se SWE,MF,Lyon,1982,28.4,3,,16,,,0.56,,0.19,,,0,0,2010,French
Jean-Armel Kana-Biyik,cm CMR,DF,Rennes,1989,27.6,1,,2,,,0.07,,0.5,,,0,0,2010,French
Ahmed Kantari,ma MAR,DF,Brest,1985,31.2,0,,0,,,0,,,,,0,0,2010,French
Abdelhamid El Kaoutari,ma MAR,DF,Montpellier,1990,20.3,1,,1,,,0.05,,1,,,0,0,2010,French
Hamdi Kasraoui,tn TUN,GK,Lens,1983,6.1,0,,0,,,0,,,,,0,0,2010,French
Neeskens Kebano,cd COD,MF,Paris S-G,1992,0.9,0,,1,,,1.17,,0,,,0,0,2010,French
Jirès Kembo Ekoko,fr FRA,FW,Rennes,1988,14.3,3,,19,,,1.33,,0.16,,,0,1,2010,French
Yann Kermorgant,fr FRA,FW,Arles-Avignon,1981,21.2,3,,15,,,0.71,,0.2,,,0,0,2010,French
Mateja Kežman,rs SRB,FW,Paris S-G,1979,0.2,0,,0,,,0,,,,,0,0,2010,French
Lynel Kitambala,fr FRA,FW,Lorient,1988,20.7,6,,21,,,1.01,,0.29,,,0,0,2010,French
Bengali-Fodé Koita,gn GUI,"FW,MF",Montpellier,1990,1.4,0,,2,,,1.45,,0,,,0,0,2010,French
Timothée Kolodziejczak,fr FRA,DF,Lyon,1991,7.5,0,,0,,,0,,,,,0,0,2010,French
Geoffrey Kondogbia,cf CTA,MF,Lens,1993,1.3,0,,0,,,0,,,,,0,0,2010,French
Lamine Koné,ci CIV,DF,Lorient,1989,5.3,1,,1,,,0.19,,1,,,0,0,2010,French
Nenad Kovačević,rs SRB,MF,Lens,1980,12.1,0,,0,,,0,,,,,0,0,2010,French
Layvin Kurzawa,fr FRA,DF,Monaco,1992,4.1,0,,0,,,0,,,,,0,0,2010,French
Rajiv van La Parra,nl NED,"FW,MF",Caen,1991,1.9,0,,1,,,0.53,,0,,,0,0,2010,French
Alexandre Lacazette,fr FRA,FW,Lyon,1991,1.7,1,,3,,,1.76,,0.33,,,0,0,2010,French
Grégory Lacombe,fr FRA,MF,Monaco,1982,3.8,0,,6,,,1.57,,0,,,0,0,2010,French
Grégory Lacombe,fr FRA,MF,Montpellier,1982,0.4,0,,2,,,4.74,,0,,,0,0,2010,French
Loïck Landre,fr FRA,DF,Paris S-G,1992,0.7,0,,0,,,0,,,,,0,0,2010,French
Mickaël Landreau,fr FRA,GK,Lille,1979,38,0,,0,,,0,,,,,0,0,2010,French
Christophe Landrin,fr FRA,MF,Saint-Étienne,1977,12.1,1,,4,,,0.33,,0.25,,,0,0,2010,French
Steeven Langil,fr FRA,"FW,MF",Valenciennes,1988,1,1,,1,,,0.96,,1,,,0,0,2010,French
Steeven Langil,fr FRA,"FW,MF",Auxerre,1988,3.7,0,,1,,,0.27,,0,,,0,0,2010,French
Søren Larsen,dk DEN,FW,Toulouse,1981,0.2,0,,1,,,4.74,,0,,,0,0,2010,French
Fabien Laurenti,fr FRA,DF,Arles-Avignon,1983,23.3,0,,1,,,0.04,,0,,,0,0,2010,French
Branko Lazarević,rs SRB,DF,Caen,1984,3.7,0,,0,,,0,,,,,0,0,2010,French
Arnaud Le Lan,fr FRA,DF,Lorient,1978,10.9,0,,1,,,0.09,,0,,,0,0,2010,French
Anthony Le Tallec,fr FRA,"FW,MF",Auxerre,1984,9.6,1,,9,,,0.94,,0.11,,,0,0,2010,French
Grégory Leca,fr FRA,"DF,MF",Caen,1980,23.7,0,,1,,,0.04,,0,,,0,0,2010,French
Benjamin Lecomte,fr FRA,GK,Lorient,1991,0.6,0,,0,,,0,,,,,0,0,2010,French
Reynald Lemaître,fr FRA,"DF,MF",Nancy,1983,22.8,0,,2,,,0.09,,0,,,0,0,2010,French
Fabien Lemoine,fr FRA,MF,Rennes,1987,8.2,0,,2,,,0.25,,0,,,0,0,2010,French
Jérôme Leroy,fr FRA,MF,Rennes,1974,22.2,2,,13,,,0.59,,0.15,,,0,0,2010,French
Benoît Lesoimier,fr FRA,MF,Brest,1983,28.4,2,,13,,,0.46,,0.15,,,0,0,2010,French
Lionel Letizi,fr FRA,GK,Nice,1973,3.7,0,,0,,,0,,,,,0,0,2010,French
Mario Lička,cz CZE,MF,Brest,1982,27.1,3,,14,,,0.52,,0.14,,,1,1,2010,French
Danijel Ljuboja,rs SRB,FW,Nice,1978,21.5,5,,22,,,1.03,,0.23,,,0,1,2010,French
Hugo Lloris,fr FRA,GK,Lyon,1986,37,0,,0,,,0,,,,,0,0,2010,French
Igor Lolo,ci CIV,DF,Monaco,1982,10.8,1,,4,,,0.37,,0.25,,,0,0,2010,French
Lisandro López,ar ARG,"FW,MF",Lyon,1983,23.1,17,,35,,,1.52,,0.43,,,2,2,2010,French
Grégory Lorenzi,fr FRA,DF,Arles-Avignon,1983,11,0,,1,,,0.09,,0,,,0,0,2010,French
Grégory Lorenzi,fr FRA,DF,Brest,1983,0.6,0,,0,,,0,,,,,0,0,2010,French
Guillaume Loriot,fr FRA,MF,Valenciennes,1986,2.8,0,,1,,,0.36,,0,,,0,0,2010,French
Jordan Lotiès,fr FRA,DF,Nancy,1984,23.8,0,,4,,,0.17,,0,,,0,0,2010,French
Dejan Lovren,hr CRO,DF,Lyon,1989,26.1,0,,3,,,0.12,,0,,,0,0,2010,French
André Luiz,br BRA,DF,Nancy,1980,33.2,5,,8,,,0.24,,0.63,,,0,0,2010,French
Péguy Luyindula,fr FRA,"FW,MF",Paris S-G,1979,7.1,0,,2,,,0.28,,0,,,0,0,2010,French
Emil Lyng,dk DEN,"FW,MF",Lille,1989,0.1,0,,0,,,0,,,,,0,0,2010,French
Cheikh M'Bengue,sn SEN,DF,Toulouse,1988,23.7,0,,1,,,0.04,,0,,,0,0,2010,French
Yann M'Vila,fr FRA,MF,Rennes,1990,36.7,2,,12,,,0.33,,0.08,,,1,1,2010,French
Moussa Maâzou,ne NIG,FW,Bordeaux,1988,6.4,1,,3,,,0.47,,0.33,,,0,0,2010,French
Moussa Maâzou,ne NIG,FW,Monaco,1988,0.2,0,,0,,,0,,,,,0,0,2010,French
Larrys Mabiala,cd COD,DF,Nice,1987,6.4,0,,1,,,0.16,,0,,,0,0,2010,French
Paulo Machado,pt POR,MF,Toulouse,1986,27.1,4,,25,,,0.92,,0.04,,,3,4,2010,French
Modibo Maïga,ml MLI,"FW,MF",Sochaux,1987,33.7,15,,40,,,1.19,,0.38,,,0,0,2010,French
Claude Makélélé,fr FRA,MF,Paris S-G,1973,31.9,0,,2,,,0.06,,0,,,0,0,2010,French
Tripy Makonda,fr FRA,DF,Paris S-G,1990,1.4,0,,0,,,0,,,,,0,0,2010,French
Jean Makoun,cm CMR,MF,Lyon,1983,11.3,1,,3,,,0.26,,0.33,,,0,0,2010,French
Kévin Malaga,fr FRA,DF,Nice,1987,0.5,0,,0,,,0,,,,,0,0,2010,French
Kévin Malcuit,ma MAR,"DF,FW",Monaco,1991,0.2,0,,0,,,0,,,,,0,0,2010,French
Chris Malonga,cg CGO,MF,Monaco,1987,9.1,1,,5,,,0.55,,0.2,,,0,0,2010,French
Chris Malonga,cg CGO,MF,Nancy,1987,0.4,0,,0,,,0,,,,,0,0,2010,French
Steve Mandanda,fr FRA,GK,Marseille,1985,38,0,,0,,,0,,,,,0,0,2010,French
Georges Mandjeck,cm CMR,"DF,MF",Rennes,1988,8.8,0,,0,,,0,,,,,0,0,2010,French
Kader Mangane,sn SEN,"DF,MF",Rennes,1983,28.6,3,,5,,,0.17,,0.6,,,0,0,2010,French
Thomas Mangani,fr FRA,MF,Monaco,1987,19,1,,3,,,0.16,,0.33,,,0,0,2010,French
Fodé Mansaré,gn GUI,"DF,FW",Toulouse,1981,8.2,0,,4,,,0.49,,0,,,0,0,2010,French
Toifilou Maoulida,fr FRA,FW,Lens,1979,20,2,,12,,,0.6,,0.17,,,0,0,2010,French
Florian Marange,fr FRA,DF,Bordeaux,1986,11.8,0,,1,,,0.08,,0,,,0,0,2010,French
Sylvain Marchal,fr FRA,DF,Saint-Étienne,1980,18.2,0,,1,,,0.06,,0,,,0,0,2010,French
Damien Marcq,fr FRA,"DF,MF",Caen,1988,21.5,0,,2,,,0.09,,0,,,0,0,2010,French
Johan Martial,fr FRA,DF,Brest,1991,6.3,1,,1,,,0.16,,1,,,0,0,2010,French
Jonas Martin,fr FRA,"DF,MF",Montpellier,1990,0.8,1,,1,,,1.22,,1,,,0,0,2010,French
Marvin Martin,fr FRA,MF,Sochaux,1988,36.7,3,,24,,,0.65,,0.13,,,0,0,2010,French
Joris Marveaux,mq MTQ,MF,Montpellier,1982,28.9,1,,11,,,0.38,,0.09,,,0,0,2010,French
Sylvain Marveaux,fr FRA,"FW,MF",Rennes,1986,7.7,1,,6,,,0.78,,0,,,1,1,2010,French
Kama Massampu,fr FRA,FW,Valenciennes,1991,0.2,0,,0,,,0,,,,,0,0,2010,French
Rudy Mater,fr FRA,DF,Valenciennes,1980,24.6,0,,5,,,0.2,,0,,,0,0,2010,French
Blaise Matuidi,fr FRA,MF,Saint-Étienne,1987,33.9,0,,4,,,0.12,,0,,,0,0,2010,French
Jean-Eudes Maurice,ht HAI,"FW,MF",Paris S-G,1986,1.8,0,,1,,,0.57,,0,,,0,0,2010,French
Nicolas Maurice-Belay,fr FRA,"FW,MF",Sochaux,1985,29.3,3,,14,,,0.48,,0.21,,,0,0,2010,French
Rio Mavuba,fr FRA,MF,Lille,1984,37.1,1,,1,,,0.03,,1,,,0,0,2010,French
Stéphane Mbia,cm CMR,"DF,MF",Marseille,1986,22.8,1,,6,,,0.26,,0.17,,,0,0,2010,French
Dieumerci Mbokani,cd COD,FW,Monaco,1985,9,1,,8,,,0.89,,0.13,,,0,0,2010,French
Álvaro Mejía,es ESP,DF,Arles-Avignon,1982,11.3,0,,0,,,0,,,,,0,0,2010,French
Túlio de Melo,br BRA,FW,Lille,1985,8.7,4,,14,,,1.61,,0.29,,,0,0,2010,French
Nampalys Mendy,fr FRA,MF,Monaco,1992,12,0,,0,,,0,,,,,0,0,2010,French
Fernando Menegazzo,br BRA,MF,Bordeaux,1981,32.7,2,,5,,,0.15,,0.4,,,0,0,2010,French
Camel Meriem,fr FRA,MF,Arles-Avignon,1979,27.5,2,,10,,,0.36,,0.2,,,0,0,2010,French
Cyrille Merville,fr FRA,GK,Arles-Avignon,1982,18.7,0,,0,,,0,,,,,0,0,2010,French
Tomáš Mičola,cz CZE,"FW,MF",Brest,1988,9.5,1,,6,,,0.63,,0.17,,,0,0,2010,French
Jean-Pascal Mignot,fr FRA,DF,Auxerre,1981,16.5,3,,6,,,0.36,,0.5,,,0,0,2010,French
Yassin Mikari,tn TUN,"DF,MF",Sochaux,1983,4.5,0,,2,,,0.44,,0,,,0,0,2010,French
Anthony Modeste,fr FRA,FW,Bordeaux,1988,26.4,10,,38,,,1.44,,0.16,,,4,5,2010,French
Yohan Mollo,fr FRA,"FW,MF",Caen,1989,26.2,4,,20,,,0.76,,0.2,,,0,0,2010,French
Cédric Mongongu,cd COD,DF,Monaco,1989,13.7,0,,0,,,0,,,,,0,0,2010,French
Kévin Monnet-Paquet,fr FRA,"FW,MF",Lorient,1988,21.2,0,,4,,,0.19,,0,,,0,0,2010,French
Kévin Monnet-Paquet,fr FRA,"FW,MF",Lens,1988,2.5,0,,1,,,0.4,,0,,,0,0,2010,French
Sylvain Monsoreau,fr FRA,DF,Saint-Étienne,1981,29.8,0,,0,,,0,,,,,0,0,2010,French
Víctor Montaño,co COL,FW,Rennes,1984,30.2,9,,24,,,0.79,,0.29,,,2,2,2010,French
Olivier Monterrubio,fr FRA,MF,Lorient,1976,0.2,0,,0,,,0,,,,,0,0,2010,French
Benjamin Morel,fr FRA,MF,Caen,1987,2.6,0,,3,,,1.13,,0,,,0,0,2010,French
Jérémy Morel,mg MAD,DF,Lorient,1984,28.3,2,,4,,,0.14,,0.5,,,0,0,2010,French
Benjamin Moukandjo,cm CMR,"FW,MF",Monaco,1988,12.7,3,,8,,,0.63,,0.38,,,0,0,2010,French
Jessy Moulin,fr FRA,GK,Saint-Étienne,1986,2.4,0,,0,,,0,,,,,0,0,2010,French
Thibault Moulin,fr FRA,MF,Caen,1990,6.6,0,,1,,,0.15,,0,,,0,0,2010,French
Éric Mouloungui,ga GAB,"FW,MF",Nice,1984,26,8,,32,,,1.23,,0.22,,,1,1,2010,French
Anthony Mounier,fr FRA,"FW,MF",Nice,1987,31.8,3,,15,,,0.47,,0.2,,,0,0,2010,French
Rémi Mulumba,cd COD,MF,Lorient,1992,0,0,,0,,,0,,,,,0,0,2010,French
Vincent Muratori,fr FRA,DF,Monaco,1987,14.3,0,,1,,,0.07,,0,,,0,0,2010,French
Arnold Mvuemba,cd COD,"FW,MF",Lorient,1985,32.3,2,,9,,,0.28,,0.11,,,1,1,2010,French
Guirane N'Daw,sn SEN,"DF,MF",Saint-Étienne,1984,2.2,0,,0,,,0,,,,,0,0,2010,French
Alfred N'Diaye,sn SEN,"DF,MF",Nancy,1990,8.1,0,,1,,,0.12,,0,,,0,0,2010,French
Deme N'Diaye,sn SEN,FW,Arles-Avignon,1985,25.9,2,,9,,,0.35,,0.22,,,0,0,2010,French
Ismaïla N'Diaye,sn SEN,MF,Caen,1988,5.4,1,,2,,,0.37,,0.5,,,0,0,2010,French
Leyti N'Diaye,sn SEN,DF,Marseille,1985,3.2,0,,0,,,0,,,,,0,0,2010,French
Delvin N'Dinga,cg CGO,MF,Auxerre,1988,24.4,0,,0,,,0,,,,,0,0,2010,French
Landry N'Guémo,cm CMR,"DF,MF",Nancy,1985,30.1,2,,5,,,0.17,,0.2,,,1,1,2010,French
Théophile N'Tamé,cm CMR,DF,Brest,1985,1.2,0,,0,,,0,,,,,0,0,2010,French
Livio Nabab,GPE,"FW,MF",Caen,1988,1.7,0,,0,,,0,,,,,0,0,2010,French
Chafik Najih,fr FRA,"FW,MF",Arles-Avignon,1983,1.1,0,,0,,,0,,,,,0,0,2010,French
Nenê,br BRA,"FW,MF",Paris S-G,1981,34.2,14,,48,,,1.4,,0.27,,,1,1,2010,French
Loris Néry,fr FRA,DF,Saint-Étienne,1991,10,0,,0,,,0,,,,,0,0,2010,French
Granddi Ngoyi,cd COD,MF,Brest,1988,15.8,0,,0,,,0,,,,,0,0,2010,French
M'Baye Niang,sn SEN,"FW,MF",Caen,1994,3.7,3,,9,,,2.41,,0.33,,,0,0,2010,French
Mamadou Niang,sn SEN,FW,Marseille,1979,1.6,0,,2,,,1.23,,0,,,0,0,2010,French
Daniel Niculae,ro ROU,FW,Monaco,1982,12.5,4,,11,,,0.88,,0.36,,,0,0,2010,French
Benjamin Nivet,fr FRA,MF,Caen,1977,25,3,,11,,,0.44,,0.27,,,0,0,2010,French
Nicolas Nkoulou,cm CMR,DF,Monaco,1990,27.7,0,,4,,,0.14,,0,,,0,0,2010,French
Vincent Nogueira,fr FRA,MF,Sochaux,1988,7.2,1,,2,,,0.28,,0.5,,,0,0,2010,French
Dany Nounkeu,cm CMR,DF,Toulouse,1986,0,0,,0,,,0,,,,,0,0,2010,French
Harry Novillo,fr FRA,"FW,MF",Lyon,1992,0.1,0,,0,,,0,,,,,0,0,2010,French
Ludovic Obraniak,pl POL,MF,Lille,1984,8,2,,4,,,0.5,,0.5,,,0,0,2010,French
Dennis Oliech,ke KEN,FW,Auxerre,1985,27.9,4,,23,,,0.82,,0.17,,,0,0,2010,French
Kévin Olimpa,fr FRA,GK,Bordeaux,1988,2,0,,0,,,0,,,,,0,0,2010,French
Abdelhakim Omrani,dz ALG,"FW,MF",Lens,1991,0.1,0,,0,,,0,,,,,0,0,2010,French
David Ospina,co COL,GK,Nice,1988,34.3,0,,0,,,0,,,,,0,0,2010,French
Grégory Paisley,fr FRA,DF,Nice,1977,7.3,0,,0,,,0,,,,,0,0,2010,French
Nicolas Pallois,fr FRA,DF,Valenciennes,1987,4.8,0,,0,,,0,,,,,0,0,2010,French
Lloyd Palun,ga GAB,"DF,MF",Nice,1988,2.8,0,,1,,,0.36,,0,,,0,0,2010,French
Francisco Pavón,es ESP,DF,Arles-Avignon,1980,25.5,0,,2,,,0.08,,0,,,0,0,2010,French
Dimitri Payet,fr FRA,"FW,MF",Saint-Étienne,1987,28,13,,39,,,1.39,,0.31,,,1,2,2010,French
Benoît Pedretti,fr FRA,MF,Auxerre,1980,20,5,,9,,,0.45,,0.56,,,0,0,2010,French
Nemanja Pejčinović,rs SRB,DF,Nice,1987,32.5,1,,3,,,0.09,,0.33,,,0,0,2010,French
Nicolas Penneteau,fr FRA,GK,Valenciennes,1981,38,0,,0,,,0,,,,,0,0,2010,French
Xavier Pentecôte,fr FRA,FW,Toulouse,1986,2.1,2,,3,,,1.45,,0.67,,,0,0,2010,French
Damien Perquis,pl POL,DF,Sochaux,1984,33.3,5,,10,,,0.3,,0.5,,,0,0,2010,French
Loïc Perrin,fr FRA,"DF,MF",Saint-Étienne,1985,26.1,4,,13,,,0.5,,0.31,,,0,0,2010,French
Mathieu Peybernes,fr FRA,DF,Sochaux,1990,4.5,0,,0,,,0,,,,,0,0,2010,French
Jérémy Pied,fr FRA,"DF,FW",Lyon,1989,8.7,3,,8,,,0.92,,0.38,,,0,0,2010,French
Sébastien Piocelle,fr FRA,MF,Arles-Avignon,1978,14.4,0,,0,,,0,,,,,0,0,2010,French
Laurent Pionnier,fr FRA,GK,Montpellier,1982,1,0,,0,,,0,,,,,0,0,2010,French
Romain Pitau,fr FRA,MF,Montpellier,1977,24.6,0,,2,,,0.08,,0,,,0,0,2010,French
Miralem Pjanić,ba BIH,MF,Lyon,1990,16.1,3,,11,,,0.68,,0.27,,,0,0,2010,French
Vincent Planté,fr FRA,GK,Arles-Avignon,1980,17.3,0,,0,,,0,,,,,0,0,2010,French
Marc Planus,fr FRA,DF,Bordeaux,1982,9.5,0,,0,,,0,,,,,0,0,2010,French
Jaroslav Plašil,cz CZE,MF,Bordeaux,1982,37.2,4,,17,,,0.46,,0.24,,,0,0,2010,French
David Pollet,be BEL,FW,Lens,1988,5.3,1,,2,,,0.38,,0.5,,,0,0,2010,French
Mickaël Poté,bj BEN,FW,Nice,1984,1.8,0,,1,,,0.56,,0,,,0,0,2010,French
Loïc Poujol,fr FRA,MF,Sochaux,1989,1.8,0,,1,,,0.55,,0,,,0,0,2010,French
Romain Poyet,fr FRA,"FW,MF",Brest,1980,24.5,4,,21,,,0.86,,0.19,,,0,0,2010,French
Grégory Proment,fr FRA,MF,Caen,1978,5.5,0,,1,,,0.18,,0,,,0,0,2010,French
Benjamin Psaume,fr FRA,"FW,MF",Arles-Avignon,1985,5.5,0,,6,,,1.09,,0,,,0,0,2010,French
Grégory Pujol,fr FRA,FW,Valenciennes,1980,32,17,,39,,,1.22,,0.44,,,0,1,2010,French
Sébastien Puygrenier,fr FRA,DF,Monaco,1982,27.9,1,,5,,,0.18,,0.2,,,0,0,2010,French
Abeiku Quansah,gh GHA,"FW,MF",Nice,1990,0.6,0,,0,,,0,,,,,0,0,2010,French
Julien Quercia,fr FRA,"FW,MF",Auxerre,1986,13.5,4,,14,,,1.04,,0.29,,,0,0,2010,French
Franck Queudrue,fr FRA,DF,Lens,1978,6.4,0,,2,,,0.31,,0,,,0,0,2010,French
Fouad Rachid,km COM,MF,Nancy,1991,0.3,0,,0,,,0,,,,,0,0,2010,French
Alexandre Raineau,fr FRA,"DF,MF",Caen,1986,21.9,0,,2,,,0.09,,0,,,0,0,2010,French
Ulrich Ramé,fr FRA,GK,Bordeaux,1972,1.6,0,,0,,,0,,,,,0,0,2010,French
Adil Rami,fr FRA,DF,Lille,1985,35.8,0,,6,,,0.17,,0,,,0,0,2010,French
Marco Ramos,pt POR,DF,Lens,1983,1.9,0,,1,,,0.54,,0,,,0,0,2010,French
Yoric Ravet,fr FRA,"FW,MF",Saint-Étienne,1989,0.4,0,,0,,,0,,,,,0,0,2010,French
Enzo Reale,fr FRA,MF,Lyon,1991,0.1,0,,0,,,0,,,,,0,0,2010,French
Adrien Regattin,ma MAR,"FW,MF",Toulouse,1991,0.3,0,,0,,,0,,,,,0,0,2010,French
Loïc Rémy,fr FRA,FW,Marseille,1987,23.9,15,,35,,,1.46,,0.43,,,0,0,2010,French
Loïc Rémy,fr FRA,FW,Nice,1987,2,1,,4,,,2.01,,0.25,,,0,0,2010,French
Anthony Réveillère,fr FRA,DF,Lyon,1979,34,0,,1,,,0.03,,0,,,0,0,2010,French
Teddy Richert,fr FRA,GK,Sochaux,1974,14.5,0,,0,,,0,,,,,0,0,2010,French
Emmanuel Rivière,fr FRA,FW,Saint-Étienne,1990,29.8,8,,23,,,0.77,,0.35,,,0,0,2010,French
Fabien Robert,fr FRA,"FW,MF",Lorient,1989,1.4,1,,1,,,0.74,,1,,,0,0,2010,French
Romain Rocchi,fr FRA,MF,Arles-Avignon,1981,13.9,0,,1,,,0.07,,0,,,0,0,2010,French
Alaixys Romao,tg TOG,MF,Lorient,1984,32.5,1,,6,,,0.18,,0.17,,,0,0,2010,French
Sébastien Roudet,fr FRA,MF,Lens,1981,28,4,,17,,,0.61,,0.18,,,1,1,2010,French
Nolan Roux,fr FRA,"FW,MF",Brest,1988,26,6,,36,,,1.38,,0.17,,,0,1,2010,French
David Rozehnal,cz CZE,DF,Lille,1980,10.7,1,,1,,,0.09,,1,,,0,0,2010,French
